Grzegorz,Jankowski44,Sztuka Nowych Mediów dzienne,Dzienne,4705,2000-02-12,44@pjwstk.edu.pl,Alina,Adam
Adrian,Kowalski45,Sztuka Nowych Mediów dzienne,Dzienne,4661,2000-02-12,45@pjwstk.edu.pl,Alina,Adam
Jan,Nowak46,Sztuka Nowych Mediów dzienne,Dzienne,4842,2000-02-12,46@pjwstk.edu.pl,Alina,Adam
Jan,Nowak46,Sztuka Nowych Mediów zaoczne 6 sem.,Zaoczne,4842,2000-02-12,46@pjwstk.edu.pl,Alina,Adam
Jakub,Brzęczyszczykiewicz47,Sztuka Nowych Mediów dzienne,Dzienne,4709,2000-02-12,47@pjwstk.edu.pl,Alina,Adam
Iga,Maciejewski48,Sztuka Nowych Mediów dzienne,Dzienne,4792,2000-02-12,48@pjwstk.edu.pl,Alina,Adam
Jakub,Jankowski49,Sztuka Nowych Mediów dzienne,Dzienne,4789,2000-02-12,49@pjwstk.edu.pl,Alina,Adam
Jakub,Jankowski49,Sztuka Nowych Mediów zaoczne,Zaoczne,4789,2000-02-12,49@pjwstk.edu.pl,Alina,Adam
Maria,Kowalski50,Sztuka Nowych Mediów dzienne,Dzienne,4708,2000-02-12,50@pjwstk.edu.pl,Alina,Adam
Artur,Nowak51,Sztuka Nowych Mediów dzienne,Dzienne,4404,2000-02-12,51@pjwstk.edu.pl,Alina,Adam
Sabina,Brzęczyszczykiewicz52,Sztuka Nowych Mediów dzienne,Dzienne,4513,2000-02-12,52@pjwstk.edu.pl,Alina,Adam
Sabina,Brzęczyszczykiewicz52,Sztuka Nowych Mediów uzupełniające magisterskie,Dzienne,4513,2000-02-12,52@pjwstk.edu.pl,Alina,Adam
Łukasz,Maciejewski53,Sztuka Nowych Mediów dzienne,Dzienne,4442,2000-02-12,53@pjwstk.edu.pl,Alina,Adam
Marcin,Jankowski54,Sztuka Nowych Mediów dzienne,Dzienne,4732,2000-02-12,54@pjwstk.edu.pl,Alina,Adam
Rafał,Kowalski55,Sztuka Nowych Mediów dzienne,Dzienne,4506,2000-02-12,55@pjwstk.edu.pl,Alina,Adam
Jan,Nowak56,Sztuka Nowych Mediów dzienne,Dzienne,4649,2000-02-12,56@pjwstk.edu.pl,Alina,Adam
Jan,Nowak56,Sztuka Nowych Mediów uzupełniające magisterskie,Dzienne,4649,2000-02-12,56@pjwstk.edu.pl,Alina,Adam
Jakub,Brzęczyszczykiewicz57,Sztuka Nowych Mediów dzienne,Dzienne,4755,2000-02-12,57@pjwstk.edu.pl,Alina,Adam
Jakub,Brzęczyszczykiewicz57,Sztuka Nowych Mediów uzupełniające magisterskie,Dzienne,4755,2000-02-12,57@pjwstk.edu.pl,Alina,Adam
Julia,Maciejewski58,Sztuka Nowych Mediów dzienne,Dzienne,4890,2000-02-12,58@pjwstk.edu.pl,Alina,Adam
Karol,Jankowski59,Sztuka Nowych Mediów dzienne,Dzienne,4594,2000-02-12,59@pjwstk.edu.pl,Alina,Adam
Katarzyna,Nowak61,Sztuka Nowych Mediów dzienne,Dzienne,4925,2000-02-12,61@pjwstk.edu.pl,Alina,Adam
Marzena,Brzęczyszczykiewicz62,Sztuka Nowych Mediów dzienne,Dzienne,4748,2000-02-12,62@pjwstk.edu.pl,Alina,Adam
Filip,Maciejewski63,Sztuka Nowych Mediów dzienne,Dzienne,4720,2000-02-12,63@pjwstk.edu.pl,Alina,Adam
Karolina,Jankowski64,Sztuka Nowych Mediów dzienne,Dzienne,4423,2000-02-12,64@pjwstk.edu.pl,Alina,Adam
Karolina,Jankowski64,Sztuka Nowych Mediów uzupełniające magisterskie,Dzienne,4423,2000-02-12,64@pjwstk.edu.pl,Alina,Adam
Mateusz,Kowalski65,Sztuka Nowych Mediów dzienne,Dzienne,4299,2000-02-12,65@pjwstk.edu.pl,Alina,Adam
Magdalena,Nowak66,Sztuka Nowych Mediów dzienne,Dzienne,4629,2000-02-12,66@pjwstk.edu.pl,Alina,Adam
Magdalena,Nowak66,Sztuka Nowych Mediów uzupełniające magisterskie,Dzienne,4629,2000-02-12,66@pjwstk.edu.pl,Alina,Adam
Igor,Brzęczyszczykiewicz67,Sztuka Nowych Mediów dzienne,Dzienne,4889,2000-02-12,67@pjwstk.edu.pl,Alina,Adam
Bogumiła,Maciejewski68,Sztuka Nowych Mediów dzienne,Dzienne,4831,2000-02-12,68@pjwstk.edu.pl,Alina,Adam
Paweł,Jankowski69,Sztuka Nowych Mediów dzienne,Dzienne,4478,2000-02-12,69@pjwstk.edu.pl,Alina,Adam
Paweł,Jankowski69,Sztuka Nowych Mediów uzupełniające magisterskie,Dzienne,4478,2000-02-12,69@pjwstk.edu.pl,Alina,Adam
Marta,Kowalski70,Sztuka Nowych Mediów dzienne,Dzienne,4718,2000-02-12,70@pjwstk.edu.pl,Alina,Adam
Kamil,Nowak71,Sztuka Nowych Mediów dzienne,Dzienne,4741,2000-02-12,71@pjwstk.edu.pl,Alina,Adam
Kamil,Nowak71,Sztuka Nowych Mediów uzupełniające magisterskie,Dzienne,4741,2000-02-12,71@pjwstk.edu.pl,Alina,Adam
Beata,Brzęczyszczykiewicz72,Sztuka Nowych Mediów dzienne,Dzienne,4444,2000-02-12,72@pjwstk.edu.pl,Alina,Adam
Kacper,Maciejewski73,Sztuka Nowych Mediów dzienne,Dzienne,4552,2000-02-12,73@pjwstk.edu.pl,Alina,Adam
Gustaw,Jankowski74,Sztuka Nowych Mediów dzienne,Dzienne,4462,2000-02-12,74@pjwstk.edu.pl,Alina,Adam
Arkadiusz,Kowalski75,Sztuka Nowych Mediów dzienne,Dzienne,4414,2000-02-12,75@pjwstk.edu.pl,Alina,Adam
Sonia,Nowak76,Sztuka Nowych Mediów dzienne,Dzienne,4508,2000-02-12,76@pjwstk.edu.pl,Alina,Adam
Sandra,Brzęczyszczykiewicz77,Sztuka Nowych Mediów dzienne,Dzienne,4800,2000-02-12,77@pjwstk.edu.pl,Alina,Adam
Sandra,Brzęczyszczykiewicz77,Sztuka Nowych Mediów uzupełniające magisterskie,Dzienne,4800,2000-02-12,77@pjwstk.edu.pl,Alina,Adam
Małgorzata,Maciejewski78,Sztuka Nowych Mediów dzienne,Dzienne,4429,2000-02-12,78@pjwstk.edu.pl,Alina,Adam
Małgorzata,Maciejewski78,Sztuka Nowych Mediów uzupełniające magisterskie,Dzienne,4429,2000-02-12,78@pjwstk.edu.pl,Alina,Adam
Kiyomi,Jankowski79,Sztuka Nowych Mediów dzienne,Dzienne,4927,2000-02-12,79@pjwstk.edu.pl,Alina,Adam
Konrad,Kowalski80,Sztuka Nowych Mediów dzienne,Dzienne,4502,2000-02-12,80@pjwstk.edu.pl,Alina,Adam
Tomasz,Nowak81,Sztuka Nowych Mediów dzienne,Dzienne,4744,2000-02-12,81@pjwstk.edu.pl,Alina,Adam
Maciej,Brzęczyszczykiewicz82,Sztuka Nowych Mediów dzienne,Dzienne,4477,2000-02-12,82@pjwstk.edu.pl,Alina,Adam
Katarzyna,Maciejewski83,Sztuka Nowych Mediów dzienne,Dzienne,4736,2000-02-12,83@pjwstk.edu.pl,Alina,Adam
Klaudia,Jankowski84,Sztuka Nowych Mediów dzienne,Dzienne,4849,2000-02-12,84@pjwstk.edu.pl,Alina,Adam
Klaudia,Jankowski84,Sztuka Nowych Mediów uzupełniające magisterskie,Dzienne,4849,2000-02-12,84@pjwstk.edu.pl,Alina,Adam
Michał,Kowalski85,Sztuka Nowych Mediów dzienne,Dzienne,4819,2000-02-12,85@pjwstk.edu.pl,Alina,Adam
Sebastian,Nowak86,Sztuka Nowych Mediów dzienne,Dzienne,4445,2000-02-12,86@pjwstk.edu.pl,Alina,Adam
Kamil,Brzęczyszczykiewicz87,Sztuka Nowych Mediów dzienne,Dzienne,4707,2000-02-12,87@pjwstk.edu.pl,Alina,Adam
Jagna,Maciejewski88,Sztuka Nowych Mediów dzienne,Dzienne,4764,2000-02-12,88@pjwstk.edu.pl,Alina,Adam
Izabela,Jankowski89,Sztuka Nowych Mediów dzienne,Dzienne,4722,2000-02-12,89@pjwstk.edu.pl,Alina,Adam
Mateusz,Kowalski90,Sztuka Nowych Mediów dzienne,Dzienne,4452,2000-02-12,90@pjwstk.edu.pl,Alina,Adam
Daria,Nowak91,Sztuka Nowych Mediów dzienne,Dzienne,4545,2000-02-12,91@pjwstk.edu.pl,Alina,Adam
Agnieszka,Brzęczyszczykiewicz92,Sztuka Nowych Mediów dzienne,Dzienne,4771,2000-02-12,92@pjwstk.edu.pl,Alina,Adam
Iwona,Maciejewski93,Sztuka Nowych Mediów dzienne,Dzienne,4706,2000-02-12,93@pjwstk.edu.pl,Alina,Adam
Aleksandra,Jankowski94,Sztuka Nowych Mediów dzienne,Dzienne,4772,2000-02-12,94@pjwstk.edu.pl,Alina,Adam
Tomasz,Kowalski95,Informatyka dzienne,Dzienne,3374,2000-02-12,95@pjwstk.edu.pl,Alina,Adam
Tomasz,Kowalski95,Sztuka Nowych Mediów dzienne,Dzienne,3374,2000-02-12,95@pjwstk.edu.pl,Alina,Adam
Jolanta,Nowak96,Sztuka Nowych Mediów dzienne,Dzienne,4756,2000-02-12,96@pjwstk.edu.pl,Alina,Adam
Jolanta,Nowak96,Sztuka Nowych Mediów uzupełniające magisterskie,Dzienne,4756,2000-02-12,96@pjwstk.edu.pl,,
Aleksandra,Brzęczyszczykiewicz97,Sztuka Nowych Mediów dzienne,Dzienne,4457,2000-02-12,97@pjwstk.edu.pl,Alina,Adam
Paweł,Brzęczyszczykiewicz252,Informatyka dzienne po angielsku,Dzienne,4412,2000-02-12,252@pjwstk.edu.pl,Alina,Adam
Paweł,Brzęczyszczykiewicz252,Informatyka magisterskie 3 sem,Dzienne,4412,2000-02-12,252@pjwstk.edu.pl,Alina,Adam
Dariusz,Maciejewski253,Informatyka dzienne,Dzienne,4525,2000-02-12,253@pjwstk.edu.pl,Alina,Adam
Kamil,Jankowski254,Informatyka dzienne,Dzienne,4836,2000-02-12,254@pjwstk.edu.pl,Alina,Adam
Kamil,Jankowski254,Informatyka zaoczne,Zaoczne,4836,2000-02-12,254@pjwstk.edu.pl,Alina,Adam
Łukasz,Kowalski255,Informatyka dzienne,Dzienne,4788,2000-02-12,255@pjwstk.edu.pl,Alina,Adam
Tomasz,Nowak256,Informatyka dzienne po angielsku,Dzienne,4474,2000-02-12,256@pjwstk.edu.pl,Alina,Adam
Michał,Brzęczyszczykiewicz257,Informatyka dzienne,Dzienne,4454,2000-02-12,257@pjwstk.edu.pl,Alina,Adam
Michał,Brzęczyszczykiewicz257,Informatyka magisterskie 3 sem,Dzienne,4454,2000-02-12,257@pjwstk.edu.pl,Alina,Adam
Patryk,Maciejewski258,Informatyka dzienne,Dzienne,4443,2000-02-12,258@pjwstk.edu.pl,Alina,Adam
Patryk,Maciejewski258,Informatyka dzienne po angielsku,Dzienne,4443,2000-02-12,258@pjwstk.edu.pl,Alina,Adam
Bhagirath,Jankowski259,Informatyka dzienne,Dzienne,4851,2000-02-12,259@pjwstk.edu.pl,Alina,Adam
Michał,Kowalski260,Informatyka dzienne,Dzienne,4579,2000-02-12,260@pjwstk.edu.pl,Alina,Adam
Michał,Kowalski260,Informatyka zaoczne,Zaoczne,4579,2000-02-12,260@pjwstk.edu.pl,Alina,Adam
Marek,Nowak261,Informatyka dzienne,Dzienne,4461,2000-02-12,261@pjwstk.edu.pl,Alina,Adam
Przemysław,Brzęczyszczykiewicz262,Informatyka dzienne,Dzienne,4747,2000-02-12,262@pjwstk.edu.pl,Alina,Adam
Marcin,Maciejewski263,Informatyka dzienne,Dzienne,4762,2000-02-12,263@pjwstk.edu.pl,Alina,Adam
Zuzanna,Jankowski264,Zarządzanie informacją dzienne (kierunek Zarządzanie),Dzienne,4413,2000-02-12,264@pjwstk.edu.pl,Alina,Adam
Zuzanna,Jankowski264,Informatyka dzienne po angielsku,Dzienne,4413,2000-02-12,264@pjwstk.edu.pl,Alina,Adam
Michał,Kowalski265,Informatyka dzienne,Dzienne,4490,2000-02-12,265@pjwstk.edu.pl,Alina,Adam
Wojciech,Nowak266,Informatyka dzienne po angielsku,Dzienne,4554,2000-02-12,266@pjwstk.edu.pl,Alina,Adam
Wojciech,Nowak266,Informatyka magisterskie 3 sem,Dzienne,4554,2000-02-12,266@pjwstk.edu.pl,Alina,Adam
Enkh-Amgalan,Brzęczyszczykiewicz267,Informatyka dzienne,Dzienne,4340,2000-02-12,267@pjwstk.edu.pl,Alina,Adam
Adrian,Maciejewski268,Informatyka dzienne,Dzienne,4586,2000-02-12,268@pjwstk.edu.pl,Alina,Adam
Bartosz,Jankowski269,Informatyka dzienne,Dzienne,4798,2000-02-12,269@pjwstk.edu.pl,Alina,Adam
Jakub,Kowalski270,Informatyka dzienne,Dzienne,4711,2000-02-12,270@pjwstk.edu.pl,Alina,Adam
Jakub,Kowalski270,Informatyka internetowe,Internetowe,4711,2000-02-12,270@pjwstk.edu.pl,Alina,Adam
Jakub,Kowalski270,Informatyka magisterskie 3 sem,Dzienne,4711,2000-02-12,270@pjwstk.edu.pl,Alina,Adam
Sebastian,Nowak271,Informatyka dzienne,Dzienne,4056,2000-02-12,271@pjwstk.edu.pl,Alina,Adam
Aleksandra,Brzęczyszczykiewicz272,Informatyka dzienne,Dzienne,4549,2000-02-12,272@pjwstk.edu.pl,Alina,Adam
Aleksandra,Brzęczyszczykiewicz272,Informatyka dzienne po angielsku,Dzienne,4549,2000-02-12,272@pjwstk.edu.pl,Alina,Adam
Aleksandra,Brzęczyszczykiewicz272,Informatyka magisterskie 3 sem,Dzienne,4549,2000-02-12,272@pjwstk.edu.pl,Alina,Adam
Piotr,Maciejewski273,Informatyka dzienne,Dzienne,4618,2000-02-12,273@pjwstk.edu.pl,Alina,Adam
Piotr,Maciejewski273,Informatyka magisterskie 3 sem,Dzienne,4618,2000-02-12,273@pjwstk.edu.pl,Alina,Adam
Adrian,Jankowski274,Informatyka dzienne,Dzienne,4530,2000-02-12,274@pjwstk.edu.pl,Alina,Adam
Adrian,Jankowski274,Informatyka zaoczne,Zaoczne,4530,2000-02-12,274@pjwstk.edu.pl,Alina,Adam
Andrzej,Kowalski275,Informatyka dzienne,Dzienne,4607,2000-02-12,275@pjwstk.edu.pl,Alina,Adam
Andrzej,Kowalski275,Informatyka zaoczne,Zaoczne,4607,2000-02-12,275@pjwstk.edu.pl,Alina,Adam
Wojciech,Nowak276,Informatyka dzienne,Dzienne,4459,2000-02-12,276@pjwstk.edu.pl,Alina,Adam
Wojciech,Nowak276,Informatyka zaoczne,Zaoczne,4459,2000-02-12,276@pjwstk.edu.pl,Alina,Adam
Monika,Brzęczyszczykiewicz277,Informatyka dzienne po angielsku,Dzienne,4501,2000-02-12,277@pjwstk.edu.pl,Alina,Adam
Jan,Maciejewski278,Informatyka dzienne,Dzienne,4858,2000-02-12,278@pjwstk.edu.pl,Alina,Adam
Paweł,Jankowski279,Informatyka dzienne,Dzienne,4578,2000-02-12,279@pjwstk.edu.pl,Alina,Adam
Bartosz,Kowalski280,Informatyka dzienne,Dzienne,4555,2000-02-12,280@pjwstk.edu.pl,Alina,Adam
Agata,Nowak281,Informatyka dzienne,Dzienne,4589,2000-02-12,281@pjwstk.edu.pl,Alina,Adam
Agata,Nowak281,Informatyka zaoczne,Zaoczne,4589,2000-02-12,281@pjwstk.edu.pl,Alina,Adam
Agata,Nowak281,Informatyka internetowe,Internetowe,4589,2000-02-12,281@pjwstk.edu.pl,Alina,Adam
Matthew,Brzęczyszczykiewicz282,Informatyka dzienne,Dzienne,4945,2000-02-12,282@pjwstk.edu.pl,Alina,Adam
Piotr,Maciejewski283,Informatyka dzienne po angielsku,Dzienne,4556,2000-02-12,283@pjwstk.edu.pl,Alina,Adam
Piotr,Maciejewski283,Informatyka magisterskie uzupełniające zaoczne,Zaoczne,4556,2000-02-12,283@pjwstk.edu.pl,Alina,Adam
Grzegorz,Jankowski284,Informatyka dzienne po angielsku,Dzienne,4504,2000-02-12,284@pjwstk.edu.pl,Alina,Adam
Grzegorz,Jankowski284,Informatyka magisterskie 3 sem,Dzienne,4504,2000-02-12,284@pjwstk.edu.pl,Alina,Adam
Sebastian,Kowalski285,Informatyka dzienne,Dzienne,4505,2000-02-12,285@pjwstk.edu.pl,Alina,Adam
Sebastian,Kowalski285,Informatyka magisterskie 3 sem,Dzienne,4505,2000-02-12,285@pjwstk.edu.pl,Alina,Adam
Filip,Nowak286,Informatyka dzienne,Dzienne,4105,2000-02-12,286@pjwstk.edu.pl,Alina,Adam
Filip,Nowak286,Informatyka zaoczne,Zaoczne,4105,2000-02-12,286@pjwstk.edu.pl,Alina,Adam
Filip,Nowak286,Informatyka jednolite magisterskie,Dzienne,4105,2000-02-12,286@pjwstk.edu.pl,Alina,Adam
Jakub,Brzęczyszczykiewicz287,Informatyka dzienne,Dzienne,4487,2000-02-12,287@pjwstk.edu.pl,Alina,Adam
Artur,Maciejewski288,Informatyka dzienne,Dzienne,4498,2000-02-12,288@pjwstk.edu.pl,Alina,Adam
Artur,Maciejewski288,Informatyka magisterskie 3 sem,Dzienne,4498,2000-02-12,288@pjwstk.edu.pl,Alina,Adam
Piotr,Jankowski289,Informatyka dzienne,Dzienne,4471,2000-02-12,289@pjwstk.edu.pl,Alina,Adam
Piotr,Jankowski289,Informatyka zaoczne,Zaoczne,4471,2000-02-12,289@pjwstk.edu.pl,Alina,Adam
Piotr,Jankowski289,Informatyka dzienne po angielsku,Dzienne,4471,2000-02-12,289@pjwstk.edu.pl,Alina,Adam
Małgorzata,Kowalski290,Informatyka dzienne,Dzienne,4855,2000-02-12,290@pjwstk.edu.pl,Alina,Adam
Arkadiusz,Nowak291,Informatyka dzienne,Dzienne,4752,2000-02-12,291@pjwstk.edu.pl,Alina,Adam
Jakub,Brzęczyszczykiewicz292,Informatyka dzienne,Dzienne,4770,2000-02-12,292@pjwstk.edu.pl,Alina,Adam
Adam,Maciejewski293,Informatyka dzienne,Dzienne,4476,2000-02-12,293@pjwstk.edu.pl,Alina,Adam
Tomasz,Jankowski294,Informatyka dzienne,Dzienne,4724,2000-02-12,294@pjwstk.edu.pl,Alina,Adam
Tomasz,Jankowski294,Informatyka magisterskie 3 sem,Dzienne,4724,2000-02-12,294@pjwstk.edu.pl,Alina,Adam
Piotr,Kowalski295,Informatyka dzienne,Dzienne,4754,2000-02-12,295@pjwstk.edu.pl,Alina,Adam
Michał,Nowak296,Informatyka dzienne,Dzienne,4769,2000-02-12,296@pjwstk.edu.pl,Alina,Adam
Michał,Nowak296,Informatyka zaoczne,Zaoczne,4769,2000-02-12,296@pjwstk.edu.pl,Alina,Adam
Maciej,Brzęczyszczykiewicz297,Informatyka dzienne,Dzienne,4499,2000-02-12,297@pjwstk.edu.pl,Alina,Adam
Jakub,Maciejewski298,Informatyka dzienne,Dzienne,4733,2000-02-12,298@pjwstk.edu.pl,Alina,Adam
Jakub,Maciejewski298,Informatyka internetowe,Internetowe,4733,2000-02-12,298@pjwstk.edu.pl,Alina,Adam
Kasper,Jankowski299,Informatyka dzienne,Dzienne,4584,2000-02-12,299@pjwstk.edu.pl,Alina,Adam
Kasper,Jankowski299,Informatyka magisterskie 3 sem,Dzienne,4584,2000-02-12,299@pjwstk.edu.pl,Alina,Adam
Krzysztof,Kowalski300,Informatyka dzienne,Dzienne,4514,2000-02-12,300@pjwstk.edu.pl,Alina,Adam
Krzysztof,Kowalski300,Informatyka magisterskie uzupełniające zaoczne,Zaoczne,4514,2000-02-12,300@pjwstk.edu.pl,Alina,Adam
Michał,Nowak301,Informatyka dzienne,Dzienne,4448,2000-02-12,301@pjwstk.edu.pl,Alina,Adam
Paweł,Brzęczyszczykiewicz302,Informatyka dzienne,Dzienne,4664,2000-02-12,302@pjwstk.edu.pl,Alina,Adam
Katarzyna,Maciejewski303,Informatyka dzienne,Dzienne,4935,2000-02-12,303@pjwstk.edu.pl,Alina,Adam
Katarzyna,Maciejewski303,Informatyka magisterskie 3 sem,Dzienne,4935,2000-02-12,303@pjwstk.edu.pl,Alina,Adam
Konrad,Jankowski304,Informatyka dzienne,Dzienne,4485,2000-02-12,304@pjwstk.edu.pl,Alina,Adam
Piotr,Kowalski305,Informatyka dzienne,Dzienne,4456,2000-02-12,305@pjwstk.edu.pl,Alina,Adam
Piotr,Kowalski305,Informatyka magisterskie 3 sem,Dzienne,4456,2000-02-12,305@pjwstk.edu.pl,Alina,Adam
Jan,Nowak306,Informatyka dzienne,Dzienne,4107,2000-02-12,306@pjwstk.edu.pl,Alina,Adam
Jan,Nowak306,Informatyka internetowe,Internetowe,4107,2000-02-12,306@pjwstk.edu.pl,Alina,Adam
Jan,Nowak306,Informatyka jednolite magisterskie,Dzienne,4107,2000-02-12,306@pjwstk.edu.pl,Alina,Adam
Jan,Nowak306,Informatyka jednolite magisterskie po angielsku,Dzienne,4107,2000-02-12,306@pjwstk.edu.pl,Alina,Adam
Radosław,Brzęczyszczykiewicz307,Informatyka dzienne po angielsku,Dzienne,4482,2000-02-12,307@pjwstk.edu.pl,Alina,Adam
Kacper,Maciejewski308,Informatyka dzienne,Dzienne,4817,2000-02-12,308@pjwstk.edu.pl,Alina,Adam
Kacper,Maciejewski308,Informatyka magisterskie 3 sem,Dzienne,4817,2000-02-12,308@pjwstk.edu.pl,Alina,Adam
Tomasz,Jankowski309,Informatyka dzienne,Dzienne,4765,2000-02-12,309@pjwstk.edu.pl,Alina,Adam
Lech,Kowalski310,Informatyka dzienne,Dzienne,4387,2000-02-12,310@pjwstk.edu.pl,Alina,Adam
Lech,Kowalski310,Informatyka dzienne po angielsku,Dzienne,4387,2000-02-12,310@pjwstk.edu.pl,Alina,Adam
Błażej,Nowak311,Informatyka dzienne po angielsku,Dzienne,4509,2000-02-12,311@pjwstk.edu.pl,Alina,Adam
Błażej,Nowak311,Informatyka magisterskie uzupełniające zaoczne,Zaoczne,4509,2000-02-12,311@pjwstk.edu.pl,Alina,Adam
Karol,Brzęczyszczykiewicz312,Informatyka dzienne,Dzienne,4609,2000-02-12,312@pjwstk.edu.pl,Alina,Adam
Paweł,Maciejewski313,Informatyka dzienne,Dzienne,4481,2000-02-12,313@pjwstk.edu.pl,Alina,Adam
Paweł,Maciejewski313,Informatyka zaoczne,Zaoczne,4481,2000-02-12,313@pjwstk.edu.pl,Alina,Adam
Wojciech,Jankowski314,Informatyka dzienne po angielsku,Dzienne,4512,2000-02-12,314@pjwstk.edu.pl,Alina,Adam
Wojciech,Jankowski314,Informatyka magisterskie 3 sem,Dzienne,4512,2000-02-12,314@pjwstk.edu.pl,Alina,Adam
Maciej,Kowalski315,Informatyka dzienne,Dzienne,4782,2000-02-12,315@pjwstk.edu.pl,Alina,Adam
Maciej,Kowalski315,Informatyka Społeczna,Dzienne,4782,2000-02-12,315@pjwstk.edu.pl,Alina,Adam
Michał,Nowak316,Informatyka dzienne,Dzienne,4492,2000-02-12,316@pjwstk.edu.pl,Alina,Adam
Piotr,Brzęczyszczykiewicz317,Informatyka dzienne,Dzienne,4531,2000-02-12,317@pjwstk.edu.pl,Alina,Adam
Marcin,Maciejewski318,Informatyka dzienne po angielsku,Dzienne,4406,2000-02-12,318@pjwstk.edu.pl,Alina,Adam
Krzysztof,Jankowski319,Informatyka dzienne,Dzienne,4394,2000-02-12,319@pjwstk.edu.pl,Alina,Adam
Michał,Kowalski320,Informatyka internetowe magisterskie,Internetowe,4627,2000-02-12,320@pjwstk.edu.pl,Alina,Adam
Michał,Kowalski320,Informatyka dzienne po angielsku,Dzienne,4627,2000-02-12,320@pjwstk.edu.pl,Alina,Adam
Krzysztof,Nowak321,Informatyka dzienne,Dzienne,4830,2000-02-12,321@pjwstk.edu.pl,Alina,Adam
Krzysztof,Nowak321,Informatyka zaoczne,Zaoczne,4830,2000-02-12,321@pjwstk.edu.pl,Alina,Adam
Adrian,Brzęczyszczykiewicz322,Informatyka dzienne,Dzienne,4486,2000-02-12,322@pjwstk.edu.pl,Alina,Adam
Mariusz,Maciejewski323,Informatyka dzienne po angielsku,Dzienne,4447,2000-02-12,323@pjwstk.edu.pl,Alina,Adam
